titulo,categoría,url video,canal
"En cine nos vemos - Cine cubano del 6 al 9 de octubre, 10:15 p.m.",Película y Animación,https://www.youtube.com/watch?v=wkc02zGpmh4,Señal Colombia
#LosNacionalesXSeñal - Ciclomontañismo Ibagué,Deportes,https://www.youtube.com/watch?v=HUqVAyuWbN8,Señal Deportes
Colombia se mueve - Capítulo 06 A lomo de carro,Viajes y Eventos,https://www.youtube.com/watch?v=4k7d-RmqK1U,Señal Colombia
I.R.A. - Insostenible (Señal Radiónica),Música,https://www.youtube.com/watch?v=N2qvGu3fFzY,Señal Colombia
"Pizarro, 25 años después de su muerte - Estreno hoy domingo 26 de abril 9:00 p.m.",Película y Animación,https://www.youtube.com/watch?v=uaBag61fXcM,Señal Colombia
El SHOW DE TALENTOS de Juani y Gatón. Capítulo interactivo.,Película y Animación,https://www.youtube.com/watch?v=kIgjPx40e0c,Mi Señal
Pedalazos que construyen,Deportes,https://www.youtube.com/watch?v=zy1q_jbZu6c,Señal Deportes
Que se vea la campana - Todo lo que vimos,Deportes,https://www.youtube.com/watch?v=WvHdCwD4Oeg,Señal Colombia
Todo lo que vemos - 186 - Televidentes - Luis Fernando Medina,Gente y Blogs,https://www.youtube.com/watch?v=wyTS7RkhYlg,Señal Colombia
Todo lo que vemos - 351 - Televidente - Jonathan Rivera,Entretenimiento,https://www.youtube.com/watch?v=m0YgBQVramU,Señal Colombia
Exploradoras en pedales,Deportes,https://www.youtube.com/watch?v=vYFs58RYfDk,Señal Deportes
Más Eventos - Final de Ultimate masculino Juegos Nacionales ASCUN 2012,Deportes,https://www.youtube.com/watch?v=fSWT2ovrRZI,Señal Deportes
Fanny para siempre - Perfeccionista... para siempre,Educación,https://www.youtube.com/watch?v=iUHeM84fKOY,Señal Colombia
"En cine nos vemos - Semáforo en rojo - Julián Soler, 1964",Película y Animación,https://www.youtube.com/watch?v=zWmVOGg1Dgs,Señal Colombia
Todo lo que vemos - 159 - Glosario - Voz en off,Entretenimiento,https://www.youtube.com/watch?v=kUntiVye614,Señal Colombia
"En cine nos vemos - Jericó - Luis Alberto Lamata, 1990",Película y Animación,https://www.youtube.com/watch?v=lYWdbIgA4M8,Señal Colombia
Salvando Planeta Palabra - Promo Ref. Casting,Educación,https://www.youtube.com/watch?v=3g3vk0Sen3U,Señal Colombia
4 Legado Jaime R Echavarria Acceso Directo.mpg,Entretenimiento,https://www.youtube.com/watch?v=6jQupLbfEHc,Señal Colombia
Todo lo que vemos - 202 - Glosario - Violencia,Entretenimiento,https://www.youtube.com/watch?v=kvensn-7pUk,Señal Colombia
La sub 30 - Historia,Entretenimiento,https://www.youtube.com/watch?v=Pqex67h7N28,Señal Colombia
Todo lo que vemos - 47 - Televidentes - Santiago Gómez,Deportes,https://www.youtube.com/watch?v=EuXGemYPlV4,Señal Colombia
Karaoke Mi Señal: Anaconda,Película y Animación,https://www.youtube.com/watch?v=9MzYOl48JyQ,Mi Señal
Vox Pop - ¿Por qué luchan las mujeres hoy?,Entretenimiento,https://www.youtube.com/watch?v=MiFhCE_RTwQ,Señal Colombia
Todo lo que vemos - 373 - Glosario,Entretenimiento,https://www.youtube.com/watch?v=45sN9Msn_X8,Señal Colombia
Todo lo que vemos - 197 - Televidentes - Jhon Reinaldo Ramírez,Gente y Blogs,https://www.youtube.com/watch?v=e0XiVrZVczw,Señal Colombia
Bicentenario Memoria Revelada - Grito de Independencia,Educación,https://www.youtube.com/watch?v=Gl3X2xrQgTY,Señal Colombia
Todo lo que vemos - 61 - Televidentes - Andrea Cadavid,Deportes,https://www.youtube.com/watch?v=GaTG-y27lLc,Señal Colombia
Semana del Bogotazo - ¿Qué pasa cuando muere la esperanza de un pueblo?,Película y Animación,https://www.youtube.com/watch?v=hij6Vc5kOpk,Señal Colombia
#PedaleoPor: Manuel Betancur envía un saludo a los escarabajos,Deportes,https://www.youtube.com/watch?v=W3YPw44LDns,Señal Deportes
4 de 6 Internet Acceso Directo.mpg,Entretenimiento,https://www.youtube.com/watch?v=u0WL5BmFYvc,Señal Colombia
"Don Ca, la película",Película y Animación,https://www.youtube.com/watch?v=a2R2qykcsm0,Señal Colombia
"""El canal con el nombre más bonito, Señal Colombia""",Película y Animación,https://www.youtube.com/watch?v=AGbI5vLdCLw,Señal Colombia
Nuestro mundial - Capítulo 15,Deportes,https://www.youtube.com/watch?v=1i8OPzs2V-4,Señal Deportes
Celso Piña en Conversaciones,Música,https://www.youtube.com/watch?v=TOP68eoXHQo,Señal Colombia
DBC intro cap 04,Deportes,https://www.youtube.com/watch?v=JRwDdRqKwLc,Señal Colombia
Jugo de ojos por: Annie y Hanna,Película y Animación,https://www.youtube.com/watch?v=q--ian2o11E,Mi Señal
Clips Festivaliado Francia - Cortázar,Entretenimiento,https://www.youtube.com/watch?v=NRi3cmiIlsg,Señal Colombia
Sillón injusticia música e identidad,Entretenimiento,https://www.youtube.com/watch?v=RB8rUijq1tg,Señal Colombia
Eurocine 2014 - Master Class con Tishna Molla,Película y Animación,https://www.youtube.com/watch?v=VZhfPFY5pdQ,Señal Colombia
Letra urbana - Capítulo 09 Tim Keppel,Gente y Blogs,https://www.youtube.com/watch?v=VzKk5IatQQg,Señal Colombia
Today in replay 16 de agosto,Deportes,https://www.youtube.com/watch?v=QEOVrFExzL4,Señal Deportes
Mejor programa infantil - El mundo animal de Max Rodríguez,Película y Animación,https://www.youtube.com/watch?v=EkgbVsDWchg,Señal Colombia
Todo lo que vemos - 404 - Televidente - Daniela Alfonso,Entretenimiento,https://www.youtube.com/watch?v=jlvGy7wUfZM,Señal Colombia
Todo lo que vemos - 296 - Taller 'Mi Señal' Cartagena,Educación,https://www.youtube.com/watch?v=fCswoyQLt8A,Señal Colombia
"Monstruo vomitón por: Maria del mar, César, Samuel y Sara",Película y Animación,https://www.youtube.com/watch?v=c3qAtEqklsE,Mi Señal
Caribe 100% Capítulo 1 - Reinas de barrio,Gente y Blogs,https://www.youtube.com/watch?v=p-IyXSdnSoE,Señal Colombia
Festival Internacional de Música de Cartagena 2012 - La pasio?n latina,Música,https://www.youtube.com/watch?v=r3Q9dlb6Ve0,Señal Colombia
Baúles Parte 1,Educación,https://www.youtube.com/watch?v=3C3P-cyyaU8,Señal Colombia
Promo olímpicos - Pesas,Deportes,https://www.youtube.com/watch?v=ZC5lOTuMFzc,Señal Deportes
Nuestro Mundial en Señal Deportes - Bandas elásticas,Deportes,https://www.youtube.com/watch?v=ZS4MeStvr7E,Señal Deportes
Lo más de Pacheco - Daniel Samper,Gente y Blogs,https://www.youtube.com/watch?v=ua72QIFQE6I,Señal Colombia
#LosNacionalesXSeñal - Taxis Acandí,Deportes,https://www.youtube.com/watch?v=ogfgNtz77FA,Señal Deportes
La sub 30 - Ídolos e idólatras,Entretenimiento,https://www.youtube.com/watch?v=M3HcCSPz_gE,Señal Colombia
Supervisor de operaciones de TV en Brasil con Señal Deportes,Deportes,https://www.youtube.com/watch?v=otmjdQ_9VWQ,Señal Deportes
Profesor Súper O Recargado (Capítulo 2. Biodigestores),Película y Animación,https://www.youtube.com/watch?v=PBbt5IYmXF8,Señal Colombia
La Función - Enotraparte,Educación,https://www.youtube.com/watch?v=rkbC9Wdq-Yo,Señal Colombia
Movie 03 tlqv8 tv3 Carlos Barrera,Entretenimiento,https://www.youtube.com/watch?v=J5f0OLYBDIs,Señal Colombia
Empanadas,Película y Animación,https://www.youtube.com/watch?v=pRMeWZeF9Yk,Mi Señal
Todo lo que vemos 02 - Glosario: Títere,Entretenimiento,https://www.youtube.com/watch?v=hz0zmtdInQQ,Señal Colombia
Profesor Su?per O Recargado (Capi?tulo 26. Actividad física),Película y Animación,https://www.youtube.com/watch?v=jrh-KboXFXE,Señal Colombia
KATYA MILENA FRANCO,Entretenimiento,https://www.youtube.com/watch?v=d7F_WZUEhY8,Señal Colombia
Todo lo que vemos - 158 - Televidentes - Luz Mireya Gallo,Entretenimiento,https://www.youtube.com/watch?v=SLZClBGwZ3c,Señal Colombia
Kikirikí - Reglas de juego (Capítulo completo) | Temporada 1,Educación,https://www.youtube.com/watch?v=3JR6AiCEOH8,Mi Señal
Cimarrones - Cap 06 Organización negra,Gente y Blogs,https://www.youtube.com/watch?v=AsrVPbHzAWw,Señal Colombia
Cuando el río suena - Nueva Venecia,Educación,https://www.youtube.com/watch?v=mOzUUNlU4xc,Señal Colombia
3 de 6 diabetes Acceso Directo.mpg,Entretenimiento,https://www.youtube.com/watch?v=woXow0LIQro,Señal Colombia
Paciente - Impaciente - Andrea Said,Entretenimiento,https://www.youtube.com/watch?v=uf0mgAbdhtM,Señal Colombia
Todo lo que vemos - 123 - Televidentes - Andrés Suárez,Entretenimiento,https://www.youtube.com/watch?v=TPUn3eSI9kY,Señal Colombia
Todo lo que vemos - 235 - Televidente - Mateo Gaviria,Entretenimiento,https://www.youtube.com/watch?v=T0FJ9jllBlc,Señal Colombia
Todo lo que vemos - 130 - Televidentes - Jhonatan Yepes,Entretenimiento,https://www.youtube.com/watch?v=O1bftxe9kQ0,Señal Colombia
Sub 30 Religión,Entretenimiento,https://www.youtube.com/watch?v=QilPuhP56g0,Señal Colombia
FICCI 2013 con Priscila Padilla,Película y Animación,https://www.youtube.com/watch?v=8O8bMW_iFKA,Señal Colombia
"En cine nos vemos - Mi vecino Totoro - Hayao Miyazaki, 1988",Entretenimiento,https://www.youtube.com/watch?v=Kyt226IoTcE,Señal Colombia
Salvando Planeta Palabra - Detal estrella de pop (Capítulo completo),Película y Animación,https://www.youtube.com/watch?v=BKFf93akAOA,Mi Señal
2 de 7 Radio Nacional 70 años Acceso directo.mpg,Entretenimiento,https://www.youtube.com/watch?v=y782Gjnosiw,Señal Colombia
Señora Isabel llega a su final - Viernes 31 de julio 7:00 p.m.,Entretenimiento,https://www.youtube.com/watch?v=yHkKRVFaUrA,Señal Colombia
Una televisión hecha de tablas - Todo lo que vimos,Entretenimiento,https://www.youtube.com/watch?v=0QPcQte6d1Q,Señal Colombia
Disciplina - Lucha,Deportes,https://www.youtube.com/watch?v=j0rQG4rVxDs,Señal Deportes
Clips Festivaliado Francia - Juegos de Amigos,Gente y Blogs,https://www.youtube.com/watch?v=HoEWyfKzR_c,Señal Colombia
Todo lo que vemos - 274 - Glosario - Lengua de señas y closed caption,Entretenimiento,https://www.youtube.com/watch?v=8KkD97bDyl8,Señal Colombia
Los nuestros - Yoreli Rincón (capítulo completo),Entretenimiento,https://www.youtube.com/watch?v=zecOj72G6A8,Señal Colombia
Cuando el río suena Andagoya.wmv,Educación,https://www.youtube.com/watch?v=wZuTfTnpslM,Señal Colombia
4 de 6 déficit de atención Acceso directo.mpg,Entretenimiento,https://www.youtube.com/watch?v=dC5xWVAs3Bc,Señal Colombia
Todo lo que vemos - 181 - Televidentes - Juan Carlos Mora,Gente y Blogs,https://www.youtube.com/watch?v=uMMJkLmS4Js,Señal Colombia
Así fue nuestro taller con los niños de Nóvita,Película y Animación,https://www.youtube.com/watch?v=cZQpdIWc8pI,Mi Señal
Los fans de Mi Señal nos dejaron un saludo,Educación,https://www.youtube.com/watch?v=lYIM4R0dna4,Mi Señal
Promo Vuelta a Colombia,Entretenimiento,https://www.youtube.com/watch?v=cnOGoVwaQV0,Señal Colombia
¿Qué es N.N.?,Educación,https://www.youtube.com/watch?v=oHhBz0VjczE,Señal Colombia
Historias en Bici - Restaurador de bicis,Deportes,https://www.youtube.com/watch?v=piziXFLVDKA,Señal Deportes
La SUB 30 Hip Hop,Entretenimiento,https://www.youtube.com/watch?v=ynj1gzXPpzw,Señal Colombia
Juegos Nacionales 2015 por Señal Colombia Deportes,Deportes,https://www.youtube.com/watch?v=xeYKZ_CuQEs,Señal Deportes
Today in replay 10 de junio,Deportes,https://www.youtube.com/watch?v=qqVdL7jlkLs,Señal Deportes
Nuestros Deportistas - Juan Esteban Arango,Deportes,https://www.youtube.com/watch?v=nTf0VDfHb7s,Señal Colombia
Tour de Francia 2013 Invitación Víctor Hugo Peña,Deportes,https://www.youtube.com/watch?v=H37suu9ASIw,Señal Deportes
#PedaleoPor: Carlos López envía un saludo a los escarabajos,Deportes,https://www.youtube.com/watch?v=iCe6F5WRnzs,Señal Deportes
Todo lo que vemos - 350 - Capítulo completo - Sábado 23 de abril,Entretenimiento,https://www.youtube.com/watch?v=LBYm8Wt4Zq0,Señal Colombia
¡Mis juegos llega en abril a la pantalla de Mi Señal!,Película y Animación,https://www.youtube.com/watch?v=zKx1Ag83fB0,Mi Señal
Today in replay 02 de julio,Deportes,https://www.youtube.com/watch?v=a9_v66cAj8o,Señal Deportes
INFOGRAFIA DEPORTISTA,Gente y Blogs,https://www.youtube.com/watch?v=MsVwjqITgnk,Señal Colombia
Cinco que no haría un colombiano Puesto 2 - No se queda varado,Entretenimiento,https://www.youtube.com/watch?v=ialSg-V_sWc,Señal Colombia
Cuentos de viejos - Horarios,Película y Animación,https://www.youtube.com/watch?v=BuHmbdSxFmE,Señal Colombia
Selección Brasil presente en Señal Deportes,Deportes,https://www.youtube.com/watch?v=uKhvA9GOs6s,Señal Deportes
"En cine nos vemos - Matador - Pedro Almodóvar, 1986",Película y Animación,https://www.youtube.com/watch?v=lsqL6ya6x1Q,Señal Colombia
Today in replay 13 de abril,Deportes,https://www.youtube.com/watch?v=e3WIerDHmHQ,Señal Deportes
El ciclismo femenino en Colombia,Deportes,https://www.youtube.com/watch?v=7_YaWnzOPY4,Señal Deportes
El nombre de la gloria - Capítulo 26 - Radamel Falcao García,Deportes,https://www.youtube.com/watch?v=2R1RgrdPEa4,Señal Deportes
Todo lo que vemos - 471 - Televidente - Melanny Perea,Entretenimiento,https://www.youtube.com/watch?v=HpPamPrkrdI,Señal Colombia
Todo lo que vemos - Capítulo 41 - Televidentes - Luisa Ramos,Educación,https://www.youtube.com/watch?v=__cBcXz65lM,Señal Colombia
Malteada mocosa por: Emmanuel y Santiago,Película y Animación,https://www.youtube.com/watch?v=uoe9B6tsq0I,Mi Señal
Todo lo que vemos - 89 - Glosario - Música,Música,https://www.youtube.com/watch?v=4n7ggZyZZ6M,Señal Colombia
Today in replay 28 de julio,Deportes,https://www.youtube.com/watch?v=ZCSNgLOiyg8,Señal Deportes
Todo lo que vemos - 236 - Televidente - Eduard Ramírez,Educación,https://www.youtube.com/watch?v=HZLV9k69Crg,Señal Colombia
Todo lo que vemos - 399 - Televidente - Luis Carlos Benitez,Entretenimiento,https://www.youtube.com/watch?v=yak9naS68Pg,Señal Colombia
Todo lo que vemos - 35 - Televidentes - Juliana Arias,Educación,https://www.youtube.com/watch?v=Rkyi9UZSpjA,Señal Colombia
Las diferencias de correr en bicicleta entre tierras colombianas y españolas,Deportes,https://www.youtube.com/watch?v=ZDeIbnk4YPc,Señal Deportes
Diego Felipe Giraldo,Entretenimiento,https://www.youtube.com/watch?v=3-5Ka20kbqM,Señal Colombia
Documentales: 'Gaitan sí ' - Hoy lunes 11 de mayo 8:00 p.m. #SeñalParaPensar,Película y Animación,https://www.youtube.com/watch?v=gET0hmaRfrc,Señal Colombia
FICCI - Competencia cortometraje,Película y Animación,https://www.youtube.com/watch?v=_r_8IHI-Sgs,Señal Colombia
Todo lo que vemos - 44 - Preguntas Frecuentes - Director Fotografía,Educación,https://www.youtube.com/watch?v=w7yOXA_35Gw,Señal Colombia
Documentales : 'La ruta del chontaduro' - Hoy domingo 10 de mayo 8:00 #SeñalParaInspirar,Película y Animación,https://www.youtube.com/watch?v=K4bO36HW_PM,Señal Colombia
La sub 30 - Ídolos e idólatras - Sillón,Entretenimiento,https://www.youtube.com/watch?v=raT9IoGczE4,Señal Colombia
Lo mejor de Charlas con Pacheco,Educación,https://www.youtube.com/watch?v=jZ8_QZp15Ds,Señal Colombia
Karaoke Mi Señal: Rana cornuda,Película y Animación,https://www.youtube.com/watch?v=fp1jMcpz7N8,Mi Señal
Todo lo que vemos - 271 - Televidente - Carlos Mejía,Entretenimiento,https://www.youtube.com/watch?v=Xegefv7lYgQ,Señal Colombia
Todo lo que vemos - 463 - Capítulo completo - Sábado 23 de junio,Entretenimiento,https://www.youtube.com/watch?v=RZzGxYheJVc,Señal Colombia
Todo lo que vemos - 387 - Televidente - María Jiménez,Entretenimiento,https://www.youtube.com/watch?v=EcLzScWJlqM,Señal Colombia
Todo lo que vemos - 372 - Televidente - Juan Carlos Castro,Entretenimiento,https://www.youtube.com/watch?v=t98IDJAzFfc,Señal Colombia
SD Digital en Señal Deportes 2 de diciembre 2013,Deportes,https://www.youtube.com/watch?v=KNgKkYgQG2U,Señal Deportes
¡Conozca al Team Medellín Éxito!,Deportes,https://www.youtube.com/watch?v=Ym5UE53aVZw,Señal Deportes
Ximena Restrepo El nombre de la Gloria,Deportes,https://www.youtube.com/watch?v=ndl18L94YL4,Señal Deportes
Todo lo que vemos - 224 - Glosario - Banda sonora,Educación,https://www.youtube.com/watch?v=cKhib2aqnHs,Señal Colombia
Todo lo que vemos - 162 - Televidentes - César Bulla,Entretenimiento,https://www.youtube.com/watch?v=McM05vUZo4s,Señal Colombia
Albeiro - Vallenato,Película y Animación,https://www.youtube.com/watch?v=xrnh9Y74MgY,Mi Señal
Más Nuestro - Lucha Libre,Deportes,https://www.youtube.com/watch?v=NFmxEr0WRHU,Señal Deportes
"Ruta Sur ""HuacayMopa, el sonido del barniz"" Capi?tulo 03",Música,https://www.youtube.com/watch?v=F1OSj3hnKaE,Señal Colombia
Todo lo que vemos - 248 - Televidente - Osman Martínez,Película y Animación,https://www.youtube.com/watch?v=nKByLh3pAKE,Señal Colombia
Todo lo que vemos - 183 - Glosario - Ruana,Gente y Blogs,https://www.youtube.com/watch?v=ANkm_kqmpFk,Señal Colombia
Today in replay 24 de febrero,Deportes,https://www.youtube.com/watch?v=ZLcmawAYE3c,Señal Deportes
Todo lo que vemos - 58 - Televidentes - Marcela Arteaga,Educación,https://www.youtube.com/watch?v=Hx3-bgY1CDI,Señal Colombia
Panorama - Mirando el sol brillar (Señal Radiónica),Música,https://www.youtube.com/watch?v=5fgSXGIxXJU,Señal Colombia
Arrancan los Juegos Mundiales Cali 2013 por Señal Deportes,Deportes,https://www.youtube.com/watch?v=wkh90MYbu4M,Señal Deportes
#PedaleoPor: Andrea envía un saludo a los escarabajos,Deportes,https://www.youtube.com/watch?v=O2hOCidjDCg,Señal Deportes
Festival Internacional de Música de Cartagena 2012 - El sonido de las Américas - Chelista,Música,https://www.youtube.com/watch?v=jsmtqfMAQ1o,Señal Colombia
¿Qué harías tú? - El representante del grupo,Entretenimiento,https://www.youtube.com/watch?v=D1cNClAOO88,Mi Señal
Uruguay se entrena para conseguir el triunfo ante Ecuador en eliminatorias Brasil 2014,Deportes,https://www.youtube.com/watch?v=marUezxBXcs,Señal Deportes
Colombianos en la Vuelta a España 2014 en Jerez de la Frontera -1-,Deportes,https://www.youtube.com/watch?v=W222eoG1EzE,Señal Deportes
Juegos Mundiales Cali 2013. Disciplina: Canotaje Maratón Kayac,Deportes,https://www.youtube.com/watch?v=FKY6x6G5NFs,Señal Deportes
Todo lo que vemos - 445 - Televidente - Fabio González,Entretenimiento,https://www.youtube.com/watch?v=PGvz2RFBtlQ,Señal Colombia
Andrés Salcedo y @SenalDeportes y los días felices del fútbol,Deportes,https://www.youtube.com/watch?v=n_cmmC7McoM,Señal Deportes
"El Bogotazo, la serie - Del 6 al 12 de abril desde las 8:00 p.m.",Película y Animación,https://www.youtube.com/watch?v=iZx2pG4Zw_U,Señal Colombia
"#MásQueFútbol - Gol a gol, lunes a viernes por Señal deportes",Deportes,https://www.youtube.com/watch?v=aRLJtddj3UY,Señal Deportes
Salvando Planeta Palabra - Gripa amistosa (Capítulo completo),Película y Animación,https://www.youtube.com/watch?v=Vt0mTaGzKs0,Mi Señal
Anónimas extraordinarias - Maruja De Rengifo,Película y Animación,https://www.youtube.com/watch?v=lmZ6QmqCVmU,Señal Colombia
"Aislados - Postal murciélago, Araracuara",Viajes y Eventos,https://www.youtube.com/watch?v=LqpRMkRFV8A,Señal Colombia
"Aislados - Postal peces, Providencia",Viajes y Eventos,https://www.youtube.com/watch?v=6ZeCyTzJ8hY,Señal Colombia
Todo lo que vemos - 222 - Televidente - Luis Barbosa,Educación,https://www.youtube.com/watch?v=9qpQvJSTOLU,Señal Colombia
Documentales: 'Totó' - Hoy martes 24 de marzo 8:00 p.m. #SeñalParaPensar,Película y Animación,https://www.youtube.com/watch?v=rm9ENb-jyYw,Señal Colombia
#LosNacionalesXSeñal - Porteras Antioquia,Deportes,https://www.youtube.com/watch?v=QCxUpV0V0-w,Señal Deportes
Sillón teatro,Entretenimiento,https://www.youtube.com/watch?v=SONZO0bn-2k,Señal Colombia
Don Ca una película de Patricia Ayala Ruiz - Clip 7,Película y Animación,https://www.youtube.com/watch?v=-GE0nmW2K-Q,Señal Colombia
El anecdotario de Gabo - Parte 1,Película y Animación,https://www.youtube.com/watch?v=Zr-hp4Cdvus,Señal Colombia
Elkin Robinson Ft Diego Go?mez - Skip the city,Entretenimiento,https://www.youtube.com/watch?v=UEYgJ9C0t-A,Señal Colombia
Todo lo que vemos - 470 - Televidente - Felipe Caicedo,Entretenimiento,https://www.youtube.com/watch?v=TDBHRl6hceY,Señal Colombia
Todo lo que vemos - 92 - Televidentes - Juan David y Felipe Cabezas,Deportes,https://www.youtube.com/watch?v=t8YIFySJi54,Señal Colombia
Today in replay 18 de agosto,Deportes,https://www.youtube.com/watch?v=piXDt-1-Bu4,Señal Deportes
Bicentenario Memoria Revelada - Saludo México,Educación,https://www.youtube.com/watch?v=n3-Gx00bFt8,Señal Colombia
Letra urbana - Capítulo 01 Jorge Caicedo,Gente y Blogs,https://www.youtube.com/watch?v=CFuotvYL5z4,Señal Colombia
señalmusical - Domingo 19 de diciembre,Música,https://www.youtube.com/watch?v=efyT-3PnXFY,Señal Colombia
"En cine nos vemos - Aquel querido mes de agosto - Miguel Gomes, 2008",Película y Animación,https://www.youtube.com/watch?v=QoOJn5CIzSg,Señal Colombia
"Arley Ochoa - Concurso Nacional de Bandas de Paipa, Boyacá",Entretenimiento,https://www.youtube.com/watch?v=Qqr2wGggFXg,Señal Colombia
sub 30 radionovela 2 - parte 1,Entretenimiento,https://www.youtube.com/watch?v=u4MuFC9DE-E,Señal Colombia
Todo lo que vemos - 308 - Glosario - La llegada del cine a Colombia,Educación,https://www.youtube.com/watch?v=i0XbzN-1K4s,Señal Colombia
#PedaleoPor: Arturo Numpaquen envía un saludo a los escarabajos,Deportes,https://www.youtube.com/watch?v=fU4cblOsXT0,Señal Deportes
Todo lo que vemos - 461 - Capítulo completo - Sábado 9 de junio,Entretenimiento,https://www.youtube.com/watch?v=VcfM7c2o2aU,Señal Colombia
"En cine nos vemos - La hora de la estrella - Suzana Amaral, 1986",Película y Animación,https://www.youtube.com/watch?v=_23_UUak5hs,Señal Colombia
Todo el sabor montañero con El Charrito Negro,Película y Animación,https://www.youtube.com/watch?v=JlgfyMVtyuc,Señal Colombia
"En cine nos vemos - La primera noche - Luis Alberto Restrepo, 2003",Película y Animación,https://www.youtube.com/watch?v=yhJqhUch1ug,Señal Colombia
4 de 6 Derechos de los niños acceso directo.mpg,Entretenimiento,https://www.youtube.com/watch?v=zeL1H39bAyk,Señal Colombia
Salvando Planeta Palabra - Comida de mamá (Capítulo completo),Película y Animación,https://www.youtube.com/watch?v=Xf49P92Szpk,Mi Señal
Todo lo que vemos - 293 - Televidente - María Gilma Acosta,Entretenimiento,https://www.youtube.com/watch?v=YwRDDssusyA,Señal Colombia
Todo lo que vemos - 270 - Televidente - Varios televidentes,Entretenimiento,https://www.youtube.com/watch?v=l5RurLaLhXY,Señal Colombia
Todo lo que vemos - 26 - Televidentes - Carlos Villareal.wmv,Educación,https://www.youtube.com/watch?v=nQhCTseNQ_g,Señal Colombia
Todo lo que vemos - 445 - Televidente - Iván Ruiz,Entretenimiento,https://www.youtube.com/watch?v=zICli3FjDwM,Señal Colombia
Todo lo que vemos - 275 - Glosario - Flipbook,Educación,https://www.youtube.com/watch?v=o58KR_kcdxE,Señal Colombia
Todo lo que vemos - 78 - Televidentes - Álvaro Muñoz,Educación,https://www.youtube.com/watch?v=csmxT4omudg,Señal Colombia
Todo lo que vemos - 108 - Televidentes - Pilar Fernanda González,Estilo,https://www.youtube.com/watch?v=R2GZBMRj9XA,Señal Colombia
Cuentos de Cocina II - Ají rocoto - paso a paso receta,Entretenimiento,https://www.youtube.com/watch?v=vNmXW4zXepM,Señal Colombia
"Pernett - Esta noche, en vivo en Conversaciones",Viajes y Eventos,https://www.youtube.com/watch?v=rAa_g0TzJjA,Señal Colombia
Los Pepa - Clip 14 - Elaboración de queso,Educación,https://www.youtube.com/watch?v=I5fTuW5UL0g,Mi Señal
Doctv Latinoamérica - El vuelo del azacuán - Domingo 9.00 p.m.,Gente y Blogs,https://www.youtube.com/watch?v=f-tHieV84fM,Señal Colombia
Todo lo que vemos - 112 - Televidentes - Carlos Andrés Cabezas,Viajes y Eventos,https://www.youtube.com/watch?v=vTZPEBh8JEg,Señal Colombia
Todo lo que vemos - 271 - Televidente - Luisa Agudelo y María Arango,Entretenimiento,https://www.youtube.com/watch?v=aC3jxOr2ScQ,Señal Colombia
Fanny para siempre - Madre... para siempre,Educación,https://www.youtube.com/watch?v=3emnOfGsEzI,Señal Colombia
Mundial del Cine - Suecia Vs. USA,Película y Animación,https://www.youtube.com/watch?v=xJPt2Cbfgf4,Señal Colombia
Un doble triunfo que causó controversia,Deportes,https://www.youtube.com/watch?v=f5x7OwP12nk,Señal Deportes
Today in replay 12 de mayo,Deportes,https://www.youtube.com/watch?v=Px-HSTdRHx8,Señal Deportes
#PedaleoPor: Francisco Rodríguez envía un saludo a los escarabajos,Deportes,https://www.youtube.com/watch?v=pTwA3fkie1Y,Señal Deportes
El Director Técnico de China Taipéi con Señal Deportes,Deportes,https://www.youtube.com/watch?v=JN_Oqtb2hgk,Señal Deportes
Su título número 59 en el Grand Slam,Deportes,https://www.youtube.com/watch?v=9bdpOLKxe5g,Señal Deportes
Mariana Pajón invita al Campeonato Internacional de las Luces en Medellín,Deportes,https://www.youtube.com/watch?v=oTo1JLj-dFM,Señal Deportes
Todo lo que vemos - 300 - Televidente - Eduardo Arias,Gente y Blogs,https://www.youtube.com/watch?v=3kSyoULd3sM,Señal Colombia
Colombia se mueve - Capítulo 01 Kamikazes en la vía,Viajes y Eventos,https://www.youtube.com/watch?v=Mb0nzpHparg,Señal Colombia
La Gran Pregunta - Celos (Capítulos completos),Educación,https://www.youtube.com/watch?v=S5gs8Rx7fAw,Mi Señal
En cine nos vemos - Edipo Alcalde - Hoy martes 14 de abril 9:00 p.m,Película y Animación,https://www.youtube.com/watch?v=m16Bo_gnU2w,Señal Colombia
La Lleva Capi?tulo 23 Déjate Llevar por la orilla del mar - Temporada II,Viajes y Eventos,https://www.youtube.com/watch?v=q7fNp80wZM4,Mi Señal
Todo lo que vemos - 272 - Glosario - Financiación de Señal Colombia,Entretenimiento,https://www.youtube.com/watch?v=uz7CraApPXg,Señal Colombia
Agridulce Clip 5,Noticias y Política,https://www.youtube.com/watch?v=VfTn7xoVSeQ,Señal Colombia
Los Pepa - Clip 54 - Adicción a internet,Educación,https://www.youtube.com/watch?v=7iatEvHRssg,Mi Señal
Todo lo que vemos - 382 - Capítulo completo - Sábado 3 de diciembre,Entretenimiento,https://www.youtube.com/watch?v=Y_ZuJppc4fM,Señal Colombia
Los Pepa - Clip 06 - Papel reciclado,Educación,https://www.youtube.com/watch?v=ssJmNfkxby8,Mi Señal
Señal Deportes visita el mercado municipal en Brasil,Deportes,https://www.youtube.com/watch?v=iW1oBFEGYN8,Señal Deportes
"En cine nos vemos - La vendedora de rosas - Víctor Gaviria, 1998",Película y Animación,https://www.youtube.com/watch?v=bRlhGU2wAeA,Señal Colombia
